district,region,sub_locality,year,month,date,population,total_crimes,crimes_per_100k,violent_crimes,property_crimes,crimes_against_women,hotspot_flag,latitude,longitude,location_address,cctv_status,complaint_body,crime_type
Nagaur,North Nagaur,Clock Tower,2024,4,2024-04-01,2748682,6180,224.85,1038,3633,1369,0,27.19113,73.71299,"Clock Tower, North Nagaur, Nagaur, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,North Nagaur,Court Area,2024,4,2024-04-01,2748682,8752,318.43,1471,5145,1938,1,27.1558,73.76533,"Court Area, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,South Nagaur,Lake Side,2024,4,2024-04-01,2748682,7707,280.4,1295,4531,1707,0,27.27264,73.70598,"Lake Side, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Lake Side.,Fraud/Deception
Nagaur,South Nagaur,Clock Tower,2024,4,2024-04-01,2748682,8613,313.37,1447,5063,1907,1,27.1797,73.75317,"Clock Tower, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Clock Tower.,Extremism/Anti-national
Nagaur,East Nagaur,Hospital Road,2024,4,2024-04-01,2748682,6174,224.61,1037,3629,1367,0,27.25639,73.7116,"Hospital Road, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,East Nagaur,Bus Stand,2024,4,2024-04-01,2748682,8471,308.2,1423,4980,1876,1,27.18632,73.70091,"Bus Stand, East Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,West Nagaur,Tourist Spot,2024,4,2024-04-01,2748682,6317,229.82,1061,3713,1399,0,27.15851,73.7652,"Tourist Spot, West Nagaur, Nagaur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,West Nagaur,Hospital Road,2024,4,2024-04-01,2748682,7975,290.15,1340,4688,1766,0,27.2148,73.78109,"Hospital Road, West Nagaur, Nagaur, Rajasthan",Not Installed,Pickpocketing incident reported in Hospital Road market.,Other
Nagaur,Central Nagaur,School Colony,2024,4,2024-04-01,2748682,5616,204.33,944,3301,1244,0,27.15485,73.76222,"School Colony, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in School Colony.,Extremism/Anti-national
Nagaur,Central Nagaur,Highway Junction,2024,4,2024-04-01,2748682,8455,307.63,1421,4971,1872,1,27.16034,73.80036,"Highway Junction, Central Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,North Nagaur,Bus Stand,2024,5,2024-05-01,2748682,6410,233.2,1274,2339,964,0,27.18189,73.77509,"Bus Stand, North Nagaur, Nagaur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Bus Stand.,Burglary
Nagaur,North Nagaur,Hospital Road,2024,5,2024-05-01,2748682,7524,273.75,1496,2746,1132,0,27.26349,73.63706,"Hospital Road, North Nagaur, Nagaur, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,South Nagaur,Court Area,2024,5,2024-05-01,2748682,6838,248.78,1359,2495,1028,0,27.23688,73.67314,"Court Area, South Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Court Area.,Illegal Gambling
Nagaur,South Nagaur,Industrial Area,2024,5,2024-05-01,2748682,5312,193.27,1056,1938,799,0,27.24528,73.68846,"Industrial Area, South Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Industrial Area.,Other
Nagaur,East Nagaur,Tourist Spot,2024,5,2024-05-01,2748682,7899,287.38,1570,2882,1188,0,27.14013,73.73298,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Tourist Spot.,Other
Nagaur,East Nagaur,Clock Tower,2024,5,2024-05-01,2748682,8042,292.6,1598,2935,1210,0,27.15491,73.79925,"Clock Tower, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,West Nagaur,Railway Station,2024,5,2024-05-01,2748682,6226,226.52,1238,2272,936,0,27.16512,73.75952,"Railway Station, West Nagaur, Nagaur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,West Nagaur,Highway Junction,2024,5,2024-05-01,2748682,8808,320.45,1751,3214,1325,1,27.05571,73.69451,"Highway Junction, West Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,Central Nagaur,Railway Station,2024,5,2024-05-01,2748682,9180,333.99,1825,3350,1381,1,27.12321,73.76479,"Railway Station, Central Nagaur, Nagaur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Railway Station.,Other
Nagaur,Central Nagaur,Bus Stand,2024,5,2024-05-01,2748682,5225,190.11,1039,1907,786,0,27.17205,73.76867,"Bus Stand, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,North Nagaur,Temple Chowk,2024,6,2024-06-01,2748682,6433,234.05,1525,3433,1135,0,27.24357,73.76641,"Temple Chowk, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,North Nagaur,Lake Side,2024,6,2024-06-01,2748682,5972,217.29,1416,3187,1054,0,27.12638,73.70588,"Lake Side, North Nagaur, Nagaur, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,South Nagaur,Temple Chowk,2024,6,2024-06-01,2748682,5127,186.53,1215,2736,904,0,27.14509,73.71256,"Temple Chowk, South Nagaur, Nagaur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Temple Chowk.,Extremism/Anti-national
Nagaur,South Nagaur,Tourist Spot,2024,6,2024-06-01,2748682,8196,298.18,1943,4374,1446,0,27.20915,73.64754,"Tourist Spot, South Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,East Nagaur,Tourist Spot,2024,6,2024-06-01,2748682,5278,192.02,1251,2817,931,0,27.17549,73.73632,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,East Nagaur,School Colony,2024,6,2024-06-01,2748682,5600,203.73,1327,2989,988,0,27.14844,73.72056,"School Colony, East Nagaur, Nagaur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Nagaur,West Nagaur,Railway Station,2024,6,2024-06-01,2748682,6101,221.99,1446,3256,1076,0,27.19969,73.65526,"Railway Station, West Nagaur, Nagaur, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,West Nagaur,Temple Chowk,2024,6,2024-06-01,2748682,5479,199.33,1299,2924,966,0,27.2565,73.72428,"Temple Chowk, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Temple Chowk.,Extremism/Anti-national
Nagaur,Central Nagaur,College Road,2024,6,2024-06-01,2748682,7702,280.22,1826,4111,1359,0,27.22938,73.79543,"College Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,Central Nagaur,Railway Station,2024,6,2024-06-01,2748682,6666,242.53,1580,3558,1176,0,27.26287,73.64528,"Railway Station, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,North Nagaur,Mall Road,2024,7,2024-07-01,2748682,5872,213.61,1247,2802,1151,0,27.18349,73.75147,"Mall Road, North Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,North Nagaur,Lake Side,2024,7,2024-07-01,2748682,4789,174.21,1017,2286,939,0,27.21761,73.75702,"Lake Side, North Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,South Nagaur,Hospital Road,2024,7,2024-07-01,2748682,6997,254.55,1486,3339,1371,0,27.25725,73.78136,"Hospital Road, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Hospital Road.,Fraud/Deception
Nagaur,South Nagaur,Court Area,2024,7,2024-07-01,2748682,7868,286.22,1671,3755,1542,0,27.25488,73.71851,"Court Area, South Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Court Area.,Other
Nagaur,East Nagaur,Lake Side,2024,7,2024-07-01,2748682,8205,298.49,1742,3916,1608,0,27.25279,73.73835,"Lake Side, East Nagaur, Nagaur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,East Nagaur,College Road,2024,7,2024-07-01,2748682,6737,245.08,1431,3215,1320,0,27.16775,73.71859,"College Road, East Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in College Road.,Illegal Gambling
Nagaur,West Nagaur,Court Area,2024,7,2024-07-01,2748682,8009,291.38,1701,3823,1570,0,27.24473,73.73362,"Court Area, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Court Area.,Financial Fraud
Nagaur,West Nagaur,School Colony,2024,7,2024-07-01,2748682,5679,206.6,1206,2710,1113,0,27.0882,73.80749,"School Colony, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,Central Nagaur,Main Market,2024,7,2024-07-01,2748682,7359,267.72,1563,3512,1442,0,27.16455,73.73719,"Main Market, Central Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Main Market.,Other
Nagaur,Central Nagaur,College Road,2024,7,2024-07-01,2748682,6107,222.18,1297,2915,1197,0,27.23867,73.77664,"College Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,North Nagaur,Mall Road,2024,8,2024-08-01,2748682,7539,274.29,1118,4015,1205,0,27.14603,73.69367,"Mall Road, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,North Nagaur,Hospital Road,2024,8,2024-08-01,2748682,5412,196.91,802,2882,865,0,27.22197,73.75641,"Hospital Road, North Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Hospital Road.,Illegal Gambling
Nagaur,South Nagaur,Main Market,2024,8,2024-08-01,2748682,7550,274.68,1119,4021,1206,0,27.23045,73.7945,"Main Market, South Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,South Nagaur,Temple Chowk,2024,8,2024-08-01,2748682,6421,233.62,952,3420,1026,0,27.20043,73.74185,"Temple Chowk, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Temple Chowk.,Illegal Gambling
Nagaur,East Nagaur,Main Market,2024,8,2024-08-01,2748682,5992,217.99,888,3191,957,0,27.25943,73.76606,"Main Market, East Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,East Nagaur,College Road,2024,8,2024-08-01,2748682,5491,199.75,814,2924,877,0,27.20235,73.77723,"College Road, East Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,West Nagaur,Tourist Spot,2024,8,2024-08-01,2748682,5840,212.46,866,3110,933,0,27.15693,73.71665,"Tourist Spot, West Nagaur, Nagaur, Rajasthan",Installed,A case of deception was reported near outside the school in Tourist Spot.,Fraud/Deception
Nagaur,West Nagaur,Main Market,2024,8,2024-08-01,2748682,6454,234.81,957,3437,1031,0,27.27043,73.82807,"Main Market, West Nagaur, Nagaur, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,Central Nagaur,Mall Road,2024,8,2024-08-01,2748682,6551,238.32,971,3489,1047,0,27.15475,73.79852,"Mall Road, Central Nagaur, Nagaur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Nagaur,Central Nagaur,Main Market,2024,8,2024-08-01,2748682,6561,238.7,973,3494,1048,0,27.13194,73.76294,"Main Market, Central Nagaur, Nagaur, Rajasthan",Installed,Pickpocketing incident reported in Main Market market.,Other
Nagaur,North Nagaur,Railway Station,2024,9,2024-09-01,2748682,9861,358.74,1357,5176,2419,1,27.15719,73.77089,"Railway Station, North Nagaur, Nagaur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,North Nagaur,Hospital Road,2024,9,2024-09-01,2748682,8735,317.78,1202,4585,2143,1,27.1494,73.78344,"Hospital Road, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,South Nagaur,Hospital Road,2024,9,2024-09-01,2748682,5690,207.01,783,2987,1396,0,27.22256,73.68137,"Hospital Road, South Nagaur, Nagaur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Hospital Road.,Other
Nagaur,South Nagaur,Industrial Area,2024,9,2024-09-01,2748682,8978,326.6,1236,4713,2202,1,27.15469,73.72628,"Industrial Area, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Industrial Area.,Extremism/Anti-national
Nagaur,East Nagaur,Tourist Spot,2024,9,2024-09-01,2748682,8015,291.58,1103,4207,1966,0,27.14257,73.75631,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,East Nagaur,Temple Chowk,2024,9,2024-09-01,2748682,8634,314.1,1188,4532,2118,1,27.18949,73.79141,"Temple Chowk, East Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Temple Chowk.,Financial Fraud
Nagaur,West Nagaur,School Colony,2024,9,2024-09-01,2748682,7225,262.85,994,3793,1773,0,27.15689,73.73132,"School Colony, West Nagaur, Nagaur, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,West Nagaur,Mall Road,2024,9,2024-09-01,2748682,6186,225.03,851,3247,1518,0,27.1965,73.66755,"Mall Road, West Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,Central Nagaur,Police Station Area,2024,9,2024-09-01,2748682,5953,216.55,819,3125,1460,0,27.25231,73.7937,"Police Station Area, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Police Station Area.,Financial Fraud
Nagaur,Central Nagaur,Tourist Spot,2024,9,2024-09-01,2748682,7501,272.89,1032,3938,1840,0,27.15775,73.65586,"Tourist Spot, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,North Nagaur,Tourist Spot,2024,10,2024-10-01,2748682,8315,302.49,1477,4415,1687,1,27.24663,73.80403,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,North Nagaur,Highway Junction,2024,10,2024-10-01,2748682,5915,215.17,1051,3140,1200,0,27.23651,73.68465,"Highway Junction, North Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,South Nagaur,Main Market,2024,10,2024-10-01,2748682,7320,266.29,1301,3886,1485,0,27.20148,73.75348,"Main Market, South Nagaur, Nagaur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,South Nagaur,Bus Stand,2024,10,2024-10-01,2748682,5736,208.69,1019,3046,1164,0,27.12473,73.70172,"Bus Stand, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Bus Stand.,Illegal Gambling
Nagaur,East Nagaur,Police Station Area,2024,10,2024-10-01,2748682,5168,188.02,918,2744,1049,0,27.20609,73.75341,"Police Station Area, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,East Nagaur,Tourist Spot,2024,10,2024-10-01,2748682,9278,337.51,1648,4926,1882,1,27.13665,73.73737,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,West Nagaur,Industrial Area,2024,10,2024-10-01,2748682,6926,251.96,1231,3677,1405,0,27.1338,73.75659,"Industrial Area, West Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,West Nagaur,Court Area,2024,10,2024-10-01,2748682,6727,244.71,1195,3571,1365,0,27.22718,73.69716,"Court Area, West Nagaur, Nagaur, Rajasthan",Not Installed,Pickpocketing incident reported in Court Area market.,Other
Nagaur,Central Nagaur,Clock Tower,2024,10,2024-10-01,2748682,6536,237.78,1161,3470,1326,0,27.19343,73.70405,"Clock Tower, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,Central Nagaur,College Road,2024,10,2024-10-01,2748682,8914,324.3,1584,4733,1809,1,27.21613,73.60724,"College Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,North Nagaur,Police Station Area,2024,11,2024-11-01,2748682,5522,200.87,1220,3196,1124,0,27.18573,73.82188,"Police Station Area, North Nagaur, Nagaur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,North Nagaur,Court Area,2024,11,2024-11-01,2748682,5226,190.13,1155,3025,1064,0,27.17919,73.71517,"Court Area, North Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,South Nagaur,Hospital Road,2024,11,2024-11-01,2748682,6093,221.66,1346,3526,1240,0,27.19326,73.75723,"Hospital Road, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Hospital Road.,Financial Fraud
Nagaur,South Nagaur,College Road,2024,11,2024-11-01,2748682,7557,274.93,1670,4374,1538,0,27.17765,73.7684,"College Road, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in College Road.,Financial Fraud
Nagaur,East Nagaur,Temple Chowk,2024,11,2024-11-01,2748682,8627,313.85,1906,4993,1756,1,27.1886,73.69523,"Temple Chowk, East Nagaur, Nagaur, Rajasthan",Installed,A case of scam was reported near outside the post office in Temple Chowk.,Financial Fraud
